,국가코드,DB종류,특허/실용 구분,문헌종류 코드,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호/공표/재공표 ,공개일,등록번호,등록일,출원인,출원인 국적,출원인 수,출원인 대표명화 코드,출원인 대표명화 영문명,발명자/고안자,우선권 번호,우선권 국가,우선권 주장일,국제 공개번호,국제 공개일,Original CPC Main,Original CPC All,Original IPC Main,Original IPC All,Original US Class Main[US],Original US Class All[US],WIPS ON key,유효특허 여부
129,US,US,P,1,METHODS AND DEVICES FOR IN SITU TISSUE NAVIGATION,"The “Smart Tool” includes a “Smart Tool Probe” and two processing modules. The Smart Tool Probe is a hand held, wired or wireless, device that a surgeon utilizes for interrogating and identifying a tissue site, such as the entrance to a pedicle. The processing units, an Electro-Optical Control (EOC) Module and a CDS Module, provide control and display capabilities enabling real-time tissue site (such as vertebra bone) interrogation. The Smart Tool Probe utilizes a system of optical fibers that carry the interrogating optical signal sent by the light source(s) and the reflected optical signal back to the optical receivers. The light source(s) and light receivers are located in the EOC Module. The data received from the EOC Module are processed and converted into an image which is displayed on the screen in real-time. The software installed on the machine allows the surgeon to adjust/enhance the image properties to suit the selected requirements. This mode of operation provides interactive image sharpening (to adjust image sharpness), threshold control (to adjust image contrast), segmentation (to delineate the density map in the image), and image calculus (to pin-point the center of a particular region in the image).","1. A Smart Tool interrogation system comprising a hand-held Probe, an Electro-Optical Control (EOC) Module comprising a system of optical fibers that carry an interrogating optical signal sent by at least one light source to the interrogated object and receiving fibers that carry the received optical signal back to the receivers, and a CDS Module providing control and display capabilities, the system enabling real-time vertebra bone interrogation.",29,746,20090303,20090221922,20090903,0,0,"Biospinex, LLC | Drexel University",nan,2, | EN006453, | UNIV DREXEL,Ryszard Lec | Mark R. Goodwin | David Greg Anderson | Daniel Schwartz | Denis Drummond,302,nan,nan,0,nan,nan,nan,A61B,A61B,600/478,600/478,5409040000000.0,0.0
130,US,US,P,1,MULTI-BAND FOCAL PLANE ARRAY,"A multi-band focal plane array architecture operative to detect multiple spectral image. The multi-band focal plane array architecture has an integrated readout circuit, a plurality of first detectors integrated in the readout circuit and a plurality of second detectors deposited on the readout circuit. Preferably, the first detectors are operative to detect visible signals and the second detectors are operative to detect infrared signals. The first and second detectors are arranged in a checkerboard pattern, in alternate rows or columns, or at least partially overlapped with each other to realize simultaneous detection in two different wavelength bands. The architecture may also have an additional integrated readout circuit flip-chip bonded to the integrated readout circuit. By forming a plurality of third detectors on the additional integrated readout circuit, a tri-band focal plane array may be realized. In one embodiment, a dual-band focal plane array architecture by forming two arrays of detectors on two individual integrated readout circuit and flip-chip bonding these two readout circuits.","1. A multi-band focal plane array architecture, comprising: a first array of detector elements, comprising: a first semiconductor substrate having a first readout circuit integrated therein; and a plurality of first detectors integrated in the substrate and electrically connected to the first readout circuit, the first detector includes a visible frequency detector being operative to absorb a signal at a first wavelength band; a second array of detector elements, comprising: a second semiconductor substrate having a second readout circuit; a plurality of second detectors disposed intermediate the first array and the second substrate and electrically connected to the second readout circuit, the second detector including an infrared frequency detector being operative to absorb a signal at a second wavelength band; a third array of detector elements, comprising: a plurality of third detectors disposed intermediate the second array of detectors and the second substrate and electronically connected to the second readout circuit, the third detector includes an infrared frequency detector being operative to absorb a signal at a third wavelength band with the first detector being transmissive to the second wavelength band, the first and second array of detector elements being packaged with the second and third detectors facing each other and in substantial registry; and a passivation layer disposed between the first array of detector elements and the second array of detector elements for isolating the second detector from the plurality of first detectors, the passivation layer being substantially transmissive in relation to the second and the third wavebands. ",34,609,20060726,20090173883,20090709,0,0,Northrop Grumman Corporation,nan,1,EN000817,NORTHROP GRUMMAN CORP,Christopher Lee Kauffman | Gerald Pray Griffith | Ronald B. Jones | Sung-Shik Yoo | Michael A. Davis,302,nan,nan,0,nan,nan,nan,H01L,H01L|H01L,250/338.4,250/338.4 | 250/208.1,5409030000000.0,0.0
131,US,US,P,1,FILTERED PHOTOSENSORS AND PHOTO CONTROL DEVICES INCLUDING THE SAME AND METHODS FOR FORMING THE SAME,Methods of forming a filtered photosensor include providing a photosensor and an infrared blocking ink. The infrared blocking ink is printed on the photosensor. Printing the infrared blocking ink may include dipping the photosensor in the infrared blocking ink or spraying and/or brushing the infrared blocking ink on the photosensor. Photo control devices including a photosensor with an infrared blocking ink thereon are also provided.,"1. A method of forming a filtered photosensor, comprising: providing a photosensor; providing an infrared blocking ink; and printing the infrared blocking ink on the photosensor.",17,694,20080115,20090134320,20090528,0,0,UKN,nan,0,nan,nan,Richard Charles Flaherty,302,nan,nan,0,nan,nan,nan,H01J,H01J|B05D,250/239,250/239 | 427/160,5409020000000.0,0.0
132,US,US,P,1,Using Cameras to Monitor Actual Inventory,"System and method for monitoring inventory. Inventory items are positioned between a camera and a surface having an optically identifiable and distinct characteristic. The camera obtains an image of the inventory items present, any exposed portion of the surface, or both. The amount of the exposed surface is used to determine an amount of the inventory items that are present or missing. Furthermore, the optically identifiable characteristic may be a uniform characteristic, such as color or texture, or a set of discrete elements, such as stickers, barcodes, structural features of the shelf, a pattern of lines or shapes, or combinations thereof. Optionally, the optically identifiable characteristic is unique to the location of the shelf associated with the inventory items. Inventory or non-inventory items incorrectly positioned over the exposed surface may be excluded from the amount of the expected inventory item being determined if the item does not match the visual attributes of the expected inventory item. The camera may be fixed or movable and preferably provides digital images to a computer system having a computer readable medium with program products for analyzing the image and providing inventory reports.","1. A method for monitoring inventory, comprising: providing a surface having an optically identifiable characteristic that is distinct from an inventory item; directing a camera toward the surface; positioning at least one unit of the inventory item between the camera and the surface; using the camera to obtaining an image of the at least one unit, an exposed portion of the surface or both; determining an amount of the exposed portion of the surface; and determining the number of units of the inventory item present by comparing a known amount of the entire surface and the determined amount of the exposed portion of the surface.",25,680,20071108,20090121017,20090514,0,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,US,1,UN000019,IBM,Robert Thomas Cato | Thomas Guthrie Zimmerman,302,nan,nan,0,nan,nan,nan,G06F,G06F,235/385,235/385,5409020000000.0,0.0
133,US,US,P,4,Method and device for preventing injuries and material damage caused by motor vehicle doors,"The invention relates to the prevention of injuries and material damage caused by doors (2) of stopped and/or parked motor vehicles (1) by means of at least one camera (4) which monitors the exterior (3) of, especially the space next to and/or above, the vehicle (1). According to the invention, a mode of operation monitoring the inner (7) and/or outer (8) door handle is activated and the exterior (3) of the motor vehicle (1) is monitored by means of the camera (4) if an evaluation unit (6) detects that a fixed or variable speed-related, acceleration-related, and/or distance-related threshold value (SW) is not met, e.g. when the vehicle (1) is stopped, or if said evaluation unit (6) detects that a signal unlocking the locking mechanism of the vehicle doors (2) is received while causing an acoustic, optical, and/or haptic warning signal to be issued as soon as a person actuates or unlocks optionally in an automated manner the vehicle door (2) handle (7, 8) even though a stationary (9) or approaching (10) object has been detected in the field of vision (5) of the camera (4).","1. A method for preventing injuries and material damage caused by a vehicle door of a stopped vehicle, which comprises the steps of: providing at least one monitoring unit monitoring an outside area; providing an evaluation unit receiving data from the monitoring unit, in an event of an undershoot of a fixed or variable threshold value being detected by the evaluation unit, or an unlocking signal to unlock a locking mechanism of the vehicle door being detected by the evaluation unit, the evaluation unit: activating a door handle monitoring mode for monitoring an inside door handle of the vehicle door; and initiating an output of a warning signal immediately upon an occupant and/or a corresponding device actuating and/or unlocking the inside door handle of the vehicle door, if a substantially stationary or approaching object being detected in a monitored area by the monitoring unit. ",72,442,20040122,20060254142,20061116,07528704,20090505,Siemens Aktiengesellschaft,DE,1,UN000041,SIEMENS AG,Chandan Das | Henryk Frenzel | Christoph Hamann | Stephan Voltz | Ulrich Wagner,38,DE | DE,2003-02-17 | 2003-03-19,200407181,2004-08-26,nan,nan,B60Q,B60Q,340/436,340/436 | 340/435 | 340/437 | 340/438 | 340/902 | 049/026 | 296/146.1,4909020000000.0,0.0
134,US,US,P,4,Method and apparatus for accessing electronic data via a familiar printed medium,"The disclosed methods and apparatus relate generally to the electronics media industry, such as cable television (CATV), home shopping services, on-line computer services and computer memory applications. These methods and apparatus allow a user to access and make use of electronic media input and output devices by reference to and/or utilization of standard printed matter, such as magazines, textbooks, or any other printed matter that can be correlated to electronic media.","1. A system for displaying programming material to a user, the system comprising: a printed sign having at least one machine recognizable feature; a feature recognition unit having associated therewith a means for recognizing said feature and a means for transmitting a coded signal in response to the recognition of said feature; an intelligent controller having associated therewith a means for accessing said programming material in response to receiving said coded signal; and a display unit associated with said feature recognition unit for presenting said programming material.",20,518,20040917,20050167503,20050804,07523868,20090428,UKN,nan,0,nan,nan,Spencer A. Rathus | Jeffrey S. Nevid | Lois Fichner-Rathus,302,nan,nan,0,nan,nan,nan,G06K,G06K,235/472.1,235/472.1 | 235/462.1,4909020000000.0,0.0
135,US,US,P,1,Method for Validating Printed Circuit Board Materials for High Speed Applications,"A method for testing a printed circuit board to determining the dielectric loss associated with the circuit board material relative to a standard. Dielectric losses in the material generate heat when a high frequency electronic signal, such as a microwave frequency signal, is communicated through a microstrip that is embedded within the printed circuit board. The temperature or spectrum at the surface of printed circuit board is measured and compared against the temperature or spectrum of the standard to determine whether the material under test is acceptable. While various temperature measurement devices may be used, the temperature is preferably measured without contacting the surface, such as using an infrared radiation probe.","1. A method for testing a printed circuit board, comprising: applying a microwave frequency electronic signal to an electronically conductive microstrip embedded within the printed circuit board; and measuring the temperature at the surface of the printed circuit board adjacent the embedded microstrip; and comparing the measured temperature to a setpoint temperature representative of a standard acceptable printed circuit board.",12,670,20071019,20090102487,20090423,0,0,INTERNATIONAL BUSINESS MACHINES CORPORATION,US,1,UN000019,IBM,Moises Cases | Bradley Donald Herrman | Kent Barclay Howieson | Erdem Matoglu | Bhyrav Murthy Mutnury | Pravin Patel | Nam Huu Pham | Celeb James Wesley,302,nan,nan,0,nan,nan,nan,G01R,G01R|G01K|G01N,324/501,324/501 | 374/137 | 374/045,5409020000000.0,0.0
136,US,US,P,4,Computer assisted driving of vehicles,"Disclosed herein is a system and method for computer assisted driving of vehicles. The system disclosed herein provides an array of sensors positioned in the vehicles at strategic points for capturing vibrations and sound induced, when the vehicles move over pavement surfaces marked with predefined patterns of peaks and troughs. The sensors further measure frequencies of these vibrations. An onboard computer on the vehicle matches the captured frequencies and sound against pre-specified frequencies to obtain unique frequency signatures for the segment of the pavement traversed by the vehicle. Navigational data and geographical data associated with the unique frequency signature are used to provide assistance in driving of vehicles.","1. A method for computer-assisted driving of a vehicle, comprising the steps of: marking pavement surfaces with predefined patterns of peaks and troughs, whereby movement of said vehicle over said pavement surfaces produce vibrations in the vehicle; sensing and measuring frequencies of said vibrations when the vehicle traverses different segments of the pavement; determining the segment of the pavement traversed by the vehicle by matching said frequencies with pre-specified frequencies for said segment traversed; identifying navigational data and geographical data associated with said segment traversed; and directing an onboard computer to assist driving of the vehicle based on said navigational data and said geographical data.",21,503,20040604,20050285356,20051229,07513508,20090407,UKN,nan,0,nan,nan,Romeo Fernando Malit,302,nan,nan,0,nan,nan,nan,B60G,B60G,280/005.518,280/005.518 | 701/209,4909010000000.0,0.0
137,US,US,P,1,ROAD PROFILER AND METHOD THEREFOR,"A profiling system to precisely locate and define a position along a traveled path includes a vehicle module, the vehicle module further comprising a light source and a receiver, and a marker, the marker further comprising a light sensing device and a transmitter, wherein the marker is adapted to respond to the light source by transmitting a signal to the receiver.","1. A profiling system to precisely locate and define a position along a traveled path, the system comprising: a vehicle module, the vehicle module further comprising a light source and a receiver; a marker, the marker further comprising a light sensing device and a transmitter; wherein the marker is adapted to respond to the light source by transmitting a signal to the receiver.",25,720,20080915,20090076722,20090319,0,0,UKN,nan,0,nan,nan,John Darlington,302,nan,nan,0,nan,nan,nan,G01C,G01C,701/207,701/207,5409010000000.0,0.0
138,US,US,P,1,Topographic Optical Infrared Tomography System for Biophysical Imaging With Infrared Diagnostic Exploratory Algorithm Sequencing (IDEAS) Scripting Language,A topographic optical infrared tomography system for biophysical imaging includes a thermal camera operably disposed adjacent a body part equipped for obtaining thermal data readings from the body part and apparatus operably connected to the thermal camera for correcting thermal emissivity variations in the thermal data readings to provide corrected thermal data. A method for obtaining physiological data using the thermally corrected data is also provided.,"1. A topographic optical infrared tomography system for biophysical imaging, which comprises: a thermal camera operably disposed adjacent a body part having means for obtaining thermal data readings from said body part; and means operably connected to said thermal camera for correcting thermal emissivity variations in said thermal data readings to provide corrected thermal data.",20,665,20070816,20090048523,20090219,0,0,UKN,nan,0,nan,nan,Jerry Schlagheck | T. Randall Lane,302,nan,nan,0,nan,nan,nan,A61B,A61B,600/473,600/473,5409010000000.0,0.0
139,US,US,P,4,Near-infrared spectroscopic analysis of blood vessel walls,"The invention relates to methods and devices for characterizing tissue in vivo, e.g., in walls of blood vessels, to determine whether the tissue is healthy or diseased.","1. An in vivo method for characterizing plaque composition in a blood vessel wall, the method comprising (a) through whole blood, illuminating a tissue in the blood vessel wall with any two or more single wavelengths or one or more narrow wavelength bands of near-infrared radiation within a wavelength range of about 1100 to 1415 nm; (b) through whole blood, detecting radiation reflected from the tissue, the radiation having a wavelength of from about 1100 to 1415 mn; (c) processing the detected radiation to characterize the plaque composition; and (d) providing an output indicative of the characterization of the plaque composition.",30,356,20020805,20040024321,20040205,07486985,20090203,"InfraReDx, Inc.",US,1,EN024102,INFRAREDX INC,Barbara J. Marshik-Geurts | Jing Tang | Andres F. Zuluaga,302,nan,nan,0,nan,nan,nan,A61B,A61B,600/473,600/473 | 600/476 | 600/477 | 600/478 | 600/479 | 382/128 | 382/130,4909010000000.0,0.0
140,US,US,P,4,Vehicle id,"The invention is provided by means of a method for identifying a vehicle, comprising recording at least a first image of the vehicle using a digital camera, which first image includes at least a registration plate and a light arrangement. The method comprises the steps of identifying the position on the car and the orientation of the light arrangement from the first image, and of determining the type of vehicle on the basis of information stored in a database relating to the position and orientation of light arrangements on different types of car and the identification of the position and orientation of the light arrangement, and of identifying the position on the car and the orientation of the registration plate in relation to the identified position of the light arrangement from the first image in order thereby to obtain a unique identification of the vehicle.","1. A method for checking vehicles in a car park, comprising: identifying a vehicle by recording images and analysis of the vehicle at an entrance control and at an exit control, storing the analysis results from the entrance control, comparing the analysis results from the exit control with the stored analysis results from the entrance control, and preventing or allowing the vehicle to leave, wherein at the exit control, the vehicle is driven forward to a front exit barrier, and a rear exit barrier is set up behind the vehicle, the analysis results includes: identifying, in at least one of the images taken at the entrance control and at least one of the images taken at the exit control, a position of at least one reflector device on the vehicle, identifying a position and orientation of at least one light arrangement on the vehicle via the analysis of the image recording, determining a type of vehicle on a basis of information stored in a database relating to the position and orientation of at least one light arrangement on different types of vehicles and the identification of the position and orientation of the light arrangement, and identifying a position and orientation of a registration plate of the vehicle in relation to the identified position of the at least one light arrangement via the image analysis of the image in order to thereby obtain a unique identification of the vehicle, the comparing includes comparing the position of the at least one reflector device from the exit control with the stored analysis results from the entrance control, and removing the front exit barrier only when the vehicle is to be allowed to leave, so that other vehicles are prevented from driving through the exit control at the same time as the vehicle.",24,440,20040129,20060232442,20061019,07471189,20081230,Facility Parking Europe AB,SE,1,nan,nan,Fredrik Vastad | Joakim Hallberg,180,SE,2003-01-30,200406841,2004-08-12,nan,nan,H04N,H04N|H04N|B60R|G06K,340/426.1,340/426.1 | 382/104 | 348/148 | 348/149,4908050000000.0,0.0
141,US,US,P,1,METHODS AND SYSTEMS FOR IMAGING AND CUTTING SEMICONDUCTOR WAFERS AND OTHER SEMICONDUCTOR WORKPIECES,"Methods and systems for imaging and cutting semiconductor wafers and other microelectronic device substrates are disclosed herein. In one embodiment, a system for singulating microelectronic devices from a substrate includes an X-ray imaging system having an X-ray source spaced apart from an X-ray detector. The X-ray source can emit a beam of X-rays through the substrate and onto the X-ray detector, and X-ray detector can generate an X-ray image of at least a portion of the substrate. A method in accordance with another embodiment includes detecting spacing information for irregularly spaced dies of a semiconductor workpiece. The method can further include automatically controlling a process for singulating the dies of the semiconductor workpiece, based at least in part on the spacing information. For example, individual dies can be singulated from a workpiece via non-straight line cuts and/or multiple cutter passes.","1. A system for singulating microelectronic devices from a microelectronic substrate, the microelectronic substrate having an infrared inhibiting layer covering at least a portion of one side of the microelectronic substrate, the system comprising: an X-ray source configured to emit X-rays; an X-ray detector spaced apart from the X-ray source, wherein the X-ray detector is configured to receive at least a portion of the X-rays from the X-ray source when the infrared inhibiting layer of the microelectronic substrate is positioned between the X-ray source and the X-ray detector; and a cutting device configured to respond to operating signals based at least in part on X-ray image information received from the X-ray detector, the operating signals controlling the path of the cutting device as the cutting device cuts the microelectronic substrate into the individual dies.",82,648,20070619,20080318395,20081225,0,0,"Micron Technology, Inc.",US,1,UN000357,MICRON TECHNOLOGY INC,Warren M. Farnworth | Tom A. Muntifering | Paul J. Clawson,302,nan,nan,0,nan,nan,nan,H01L,H01L|G06K,438/462,438/462 | 382/151 | 257/E21.702,5408050000000.0,0.0
142,US,US,P,1,METHOD OF CUTTING A WAFER,"In a method of cutting a wafer, a supporting member is attached to an upper surface of the wafer on which semiconductor chips are formed. An opening is formed at a lower surface of the wafer along a scribe lane of the wafer. The lower surface of the wafer may be plasma-etched to reduce a thickness of the wafer. A tensile tape may be attached to the lower surface of the wafer. Here, the tensile tape includes sequentially stacked tensile films having different tensile modules. The supporting member is then removed. The tensile tape is cooled to increase the tensile modules between the tensile films. The tensile tape is tensed until the tensile films are cut using the tensile modules difference to separate the tensile tape from the semiconductor chips. Thus, the lower surface of the wafer may be plasma-etched without using an etching mask.","1. A method of cutting a wafer, comprising: attaching a supporting member on an upper surface of the wafer having a plurality of semiconductor chips; forming an opening at a lower surface of the wafer along a scribe lane of the wafer; plasma-etching the lower surface of the wafer to reduce a thickness of the wafer; attaching a tensile tape on the lower surface of the wafer, the tensile tape including sequentially stacked tensile films that have a different tensile modulus from each other; removing the supporting member; cooling the tensile tape to increase the tensile modulus difference between the tensile films; and tensing the tensile tape until the tensile films are cut using the tensile modulus difference to separate the tensile tape from the semiconductor chips.",16,710,20080613,20080311727,20081218,0,0,"Samsung Electronics Co., Ltd",KR,1,UN000001,SAMSUNG ELECTRONICS CO LTD,Dae-Sang CHAN | Jun-Young Ko | Wha-Su Sin | Jae-Yong Park,52,KR,2007-06-13,0,nan,nan,nan,H01L,H01L,438/462,438/462 | 257/E21.214,5408050000000.0,0.0
143,US,US,P,1,INFRARED ENCODING FOR EMBEDDING MULTIPLE VARIABLE DATA INFORMATION COLLOCATED IN PRINTED DOCUMENTS,"The teachings as provided herein relate to a watermark embedded in an image that has the property of being relatively indecipherable under normal light by including a distraction pattern, and yet remains decipherable under infrared illumination when viewed by a suitable infrared sensitive instrument. This infrared mark comprises, a substrate reflective to infrared radiation, a foreground colorant mixture printed as an image upon the substrate, a background colorant mixture and a distraction colorant mixture. The foreground colorant mixture layer in connection with the substrate has a property of strongly reflecting infrared illumination, as well as a property of low contrast under normal illumination against the background colorant mixture as printed in close spatial proximity to the foreground colorant mixture pattern. A distraction colorant mixture is selected to have a substantially negligent effect on the infrared response of the foreground and background color mixtures, but as having a substantially noticeable effect of the visual response of the foreground and background color mixtures when provided as a distraction pattern, such that a resultant collocated image rendered substrate suitably exposed to an infrared illumination, will yield a discernable image evident as a infrared mark to a suitable infrared sensitive device, but remain undecipherable under normal ambient light.","1. A method for creation of an infrared mark to be printed by a printing device as an image on a substrate for embedding information in printed documents, the method comprising: providing a substrate reflective of infrared; selecting at least one background color mixture for the infrared mark; selecting at least one foreground color mixture for the infrared mark, the at least one foreground color mixture exhibiting low contrast against the at least one background color mixture under normal illumination, and high contrast against the at least one background color mixture under infrared illumination; selecting at least one distraction color mixture for the infrared mark, the at least one distraction color mixture comprised of at least two colors, the at least one distraction color mixture having a substantially negligent effect on the infrared response of the foreground and background color mixtures, as well as having a substantially noticeable effect of the visual response of the least one foreground color mixture and the least one background color mixture; and, creating an infrared mark using the foreground color mixture against the background color mixture in close spatial proximity, with a distraction pattern using the distraction color mixture as collocated with the foreground color mixture against the background color mixture.",21,647,20070605,20080304696,20081211,0,0,XEROX CORPORATION,US,1,UN000502,XEROX CORP,Reiner Eschbach | Farzin Blurfrushan | Raja Bala,302,nan,nan,0,nan,nan,nan,G06K,G06K,382/100,382/100 | 358/001.1,5408050000000.0,0.0
144,US,US,P,1,SYSTEM AND METHOD FOR DETERMINING PRODUCT COUNTERFEITING AND DIVERSION,"A method for use in determining product counterfeiting and diversion is provided. The method includes locating an overlay on a label associated with a product. The overlay delineates areas of the label, each area having an identifier associated therewith. Presence of a taggant is detected within one or more of the areas using a reader. The taggant is hidden from sight and provides an indication of its presence that is detectable by the reader.","1. A method for use in determining product counterfeiting and diversion, the method comprising: locating an overlay on a label associated with a product, the label including indicia printed thereon, the overlay delineating areas of the label, each area having an identifier associated therewith; and detecting presence of a taggant within one or more of the areas using a reader, the taggant being hidden from sight and providing an indication of its presence that is detectable by the reader.",25,644,20070514,20080283612,20081120,0,0,"Spear USA, LLC",US,1,nan,nan,Richard A. Fearn,302,nan,nan,0,nan,nan,nan,G06K,G06K|G06F|G06K,235/468,235/468 | 235/375 | 235/454 | 235/494,5408050000000.0,0.0
145,US,US,P,1,Organic field effect transistor systems and methods,"An OFET on a pyroelectric or piezoelectric substrate, such as PVDF, can provide highly adaptable and manufacturable radiation or acoustic sensing. Local charge amplification can be provided, such to construct an array of sensing pixels, which can be configured in an active or passive matrix. A susceptor or guide element can be provided. Systems, devices, methods of making, and methods of using are among the examples described.","1. A device comprising: a pyroelectric substrate; a conductive field-effect transistor (FET) gate, formed on the substrate; an organic gate dielectric, formed on the gate and on the substrate near the gate; a conductive FET source, formed on the gate dielectric near a first edge of the gate; a conductive FET drain, formed on the gate dielectric near a second edge of the gate that is located across the gate from the first edge of the gate; an organic semiconductor FET body region, formed on the gate, the source, and the drain; an organic passivation layer, formed on the semiconductor body region; and wherein the gate, the source, and the drain are configured as a FET amplifier to locally amplify a pyroelectric-generated charge, sensed at the gate from an local region of the substrate that is adjacent to the gate, into a resulting current between the source and drain.",25,701,20080320,20080283751,20081120,0,0,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK THE 525 WEST 166TH STREET 412 LOW MEMORIA,US,1,nan,nan,Ioannis Kymissis,302,nan,nan,0,nan,nan,nan,G01J,G01J|H01L|H01L,250/338.3,250/338.3 | 257/040 | 438/099,5408050000000.0,0.0
146,US,US,P,1,FLUID PROPERTY REGULATOR,"A self-sufficient material property profile regulation method and system, for adjusting fluid property profiles such as in an ocean of multiple property layers, is described. Using this Fluid Property Regulator, the property profiles of a non-enclosed material, including property profiles related to material density, chemical characteristics and space-time position, are affected due to motion of the material relative to a body in the flow stream. The state of other matter with which the initial material then makes direct or indirect contact is also affected. For example, in the case of a liquid such as an ocean current, the temperature, salinity, nutrient content and other properties may be destratified (i.e. layers being combined) as the system lifts large quantities of deep water and combines this material with surface water in the downstream far-field region of the system. The resulting regulation of such ocean water property profiles may then also indirectly affect the properties of the atmosphere above the ocean so that the system can be said to affect planetary properties both oceanic and atmospheric. Rather than merely discharging a pumped material, such as cold water that might quickly re-submerge, the system regulates lasting property profiles. The new Fluid Property Regulator system described in this invention regulates material properties to produce desired outcomes such as increased food and energy production as well as to prevent undesirable outcomes such as hurricanes, elevated planetary temperatures, decreased planetary ice sheet size, raised sea level and glacial freshwater incursions that can halt important major currents.","1. A method for regulating a property of a material that is external to a body, said method comprising: placing the body in proximity to the material to cause displacement of at least one portion of the material due to a relative motion between the body and the at least one portion of the material in a downstream far-field region of a flow stream.",84,707,20080509,20080277492,20081113,0,0,UKN,nan,0,nan,nan,David J. Cannon,302,nan,nan,0,nan,nan,nan,A01G,A01G|F03G,239/014.1,239/014.1 | 239/002.1 | 060/641.7,5408050000000.0,0.0
147,US,US,P,1,NANOCOMPOSITE MATERIAL FOR DIRECT SPECTROSCOPIC DETECTION OF CHEMICAL VAPORS,"Method and material for spectroscopic detection of organic chemicals. The material is a substantially optically transparent solid, such as ZnS, having a high surface area for adsorption of an analyte, such as organic chemical vapors. The solid material preferably has metal nanoparticles, such as gold, silver or copper nanoparticles, deposited on the surface for signal enhancement. A template compound, such as cetyl trimethyl ammonium bromide and alkoxylate block polymers, may be used during the material synthesis, such as reacting zinc chloride and sodium sulfide in the presence of the template compound, and later removed through calcination and washing to achieve the high surface area. The method of use includes collecting an analyte on the material and detecting the spectroscopic response of the analyte while it is collected on the surface. The mechanism of collection may include adsorbing, absorbing, and preconcentrating. Preferably, the spectroscopic response is selected from infrared spectra or ultraviolet-visible spectra.","1. A method, comprising: exposing a solid material to a mixed fluid stream containing at least one analyte, wherein the solid material is substantially spectroscopically transparent and has a surface area density that is greater than 100 square meters per gram; collecting the at least one analyte from a mixed fluid stream onto the solid material; and detecting the spectroscopic response of the at least one analyte collected on the surface.",31,649,20070625,20080278708,20081113,0,0,"Lynntech, Inc.",US,1,EN011473,LYNNTECH INC,Bikas Vaidya | Ulf Werner Drechsler,302,nan,nan,0,nan,nan,nan,G01J,G01J,356/051,356/051 | 356/300,5408050000000.0,0.0
148,US,US,P,4,Path estimation and confidence level determination system for a vehicle,A path prediction system (10) for a vehicle (12) includes vehicle state sensors (18) that generate vehicle state signals. A tracking sensor (20) generates a path characteristic signal. A path prediction module (16) determines predicted path estimations in response to data received from each of the vehicle state sensors (18) and the tracking sensor (20). The path prediction module (16) determines a resultant predicted future path and a path confidence level in response to the predicted path estimations. A controller (14) performs a countermeasure (26) in response to the resultant predicted future path and the path confidence level.,"1. A path prediction system for a vehicle, said path prediction system comprising: a plurality of vehicle state sensors for generating vehicle state signals; at least one path-tracking sensor for generating a path characteristic signal; a path prediction module and a path-tracking module for determining a plurality of predicted path estimations of a future path of said vehicle in response to data received from each of said plurality of vehicle state sensors and said at least one path-tracking sensor, said path prediction module being operable to determine a resultant predicted future path and a path confidence level in response to said plurality of predicted path estimations; and a controller for performing a countermeasure in response to said resultant predicted future path and said path confidence level.",20,478,20041018,20060085131,20060420,07447592,20081104,Ford Global Technologies LLC,US,1,EN000434,FORD GLOBAL TECH LLC,Wilford Trent Yopp | Anthony G. King | Yusheng Li | Corinne D. Mentell,302,nan,nan,0,nan,nan,nan,G06F,G06F,701/301,701/301 | 701/033 | 701/034 | 340/438,4908050000000.0,0.0
149,US,US,P,1,Chemical Constituent Analyzer,"The present invention relates to the use of Near-Infrared (NIR) spectroscopy to the application of the measurement of constituent concentrations of chemical based products typically having covalent bonding. Such constituent products may be fat, moisture, protein, and the like typically in liquid form or colloid suspensions. More specifically, the invention is directed toward an NIR analyzer with multiple detectors with no moving parts. The invention utilizes thermal control in conjunction with normalization algorithms to allow parallel processing of the measurements between a reference and at least one sample, which may provide more accurate results. In addition, this invention has the ability to use NIR in the third overtone and allows insitu processing, with no waste stream.","1. An analyzer to measure the characteristics of a chemical composition, comprising: i) a means for radiating a controlled beam; ii) a means for forming a plurality of split beams, derived from said controlled beam, and directing said split beams through at least one sample of said chemical composition and at least one reference; iii) a plurality of detecting means for measuring the split beam from at least one of said sample or said reference, iv) each said detecting means being coordinated with a separate said split beam for measuring the beam strength at predetermined wavelengths of said split beam, whereby each measurement is converted into an electrical signal; v) a processing means for taking each said electrical signal and making a determination from said electrical signal; whereby said determination is made by said processing means substantially simultaneously. ",25,696,20080312,20080266549,20081030,0,0,ESE INC.,US,1,UN006667,ESE CO LTD,Steven A. Schiedemeyer | Mark J. Weber,302,nan,nan,0,nan,nan,nan,G01N,G01N|G01N,356/073,356/073 | 356/244,5408040000000.0,0.0
